Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","5.04","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.59","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","0.92","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","11","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","9","E","Estimated value"
"FBS","Food Balances (2010-)","450","Madagascar","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","7","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","14718.42","X","Figure from international organizations"
"FBS","Food Balances (2010-)","454","Malawi","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","16938.94","X","Figure from international organizations"
"FBS","Food Balances (2010-)","454","Malawi","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","19377.06","X","Figure from international organizations"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","1.94","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","3.26","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.36","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","14","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","18","E","Estimated value"
"FBS","Food Balances (2010-)","454","Malawi","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","19","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","28717.73","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","31068.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","33199.99","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","2.42","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","2.15","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","1.88","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","108","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","101","E","Estimated value"
"FBS","Food Balances (2010-)","458","Malaysia","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","95","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","361.57","X","Figure from international organizations"
"FBS","Food Balances (2010-)","462","Maldives","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","435.58","X","Figure from international organizations"
"FBS","Food Balances (2010-)","462","Maldives","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","514.44","X","Figure from international organizations"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","0.03","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","0.04","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","0.17","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","339","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","289","E","Estimated value"
"FBS","Food Balances (2010-)","462","Maldives","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","160","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","15529.18","X","Figure from international organizations"
"FBS","Food Balances (2010-)","466","Mali","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","18112.91","X","Figure from international organizations"
"FBS","Food Balances (2010-)","466","Mali","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","21224.04","X","Figure from international organizations"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","9.41","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","9.03","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","2.33","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","12","E","Estimated value"
"FBS","Food Balances (2010-)","466","Mali","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","13","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","418.75","X","Figure from international organizations"
"FBS","Food Balances (2010-)","470","Malta","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","456.58","X","Figure from international organizations"
"FBS","Food Balances (2010-)","470","Malta","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","515.36","X","Figure from international organizations"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","8.21","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.78","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","4.37","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","56","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","64","E","Estimated value"
"FBS","Food Balances (2010-)","470","Malta","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","62","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","3419.46","X","Figure from international organizations"
"FBS","Food Balances (2010-)","478","Mauritania","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","3946.22","X","Figure from international organizations"
"FBS","Food Balances (2010-)","478","Mauritania","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","4498.6","X","Figure from international organizations"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","13.25","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","13.83","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","11.83","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","20","E","Estimated value"
"FBS","Food Balances (2010-)","478","Mauritania","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","17","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","1283.33","X","Figure from international organizations"
"FBS","Food Balances (2010-)","480","Mauritius","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","1293.15","X","Figure from international organizations"
"FBS","Food Balances (2010-)","480","Mauritius","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","1297.83","X","Figure from international organizations"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","4.18","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","4.38","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.98","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","40","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","51","E","Estimated value"
"FBS","Food Balances (2010-)","480","Mauritius","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","57","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","112532.4","X","Figure from international organizations"
"FBS","Food Balances (2010-)","484","Mexico","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","120149.9","X","Figure from international organizations"
"FBS","Food Balances (2010-)","484","Mexico","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","125998.3","X","Figure from international organizations"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2010","2010","kcal/cap/d","20.09","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2015","2015","kcal/cap/d","19.63","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","19.63","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2010","2010","kcal/cap/d","24","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2015","2015","kcal/cap/d","29","E","Estimated value"
"FBS","Food Balances (2010-)","484","Mexico","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","27","E","Estimated value"
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","511","Total Population - Both sexes","S2501","Population","2020","2020","1000 No","112.11","X","Figure from international organizations"
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","664","Food supply (kcal/capita/day)","S2736","Offals, Edible","2020","2020","kcal/cap/d","3.86","E","Estimated value"
"FBS","Food Balances (2010-)","583","Micronesia (Federated States of)","664","Food supply (kcal/capita/day)","S2960","Fish, Seafood","2020","2020","kcal/cap/d","97","E","Estimated value"
"FBS","Food Balances (2010-)","496","Mongolia","511","Total Population - Both sexes","S2501","Population","2010","2010","1000 No","2702.52","X","Figure from international organizations"
"FBS","Food Balances (2010-)","496","Mongolia","511","Total Population - Both sexes","S2501","Population","2015","2015","1000 No","2964.75","X","Figure from international organizations"
